emp_no,first_name,last_name,title,from_date,to_date
103842,Stevo,Luef,Staff,4/8/1997,1/1/9999
103849,Luerbio,Bennet,Engineer,8/10/1992,8/11/1999
103849,Luerbio,Bennet,Senior Engineer,8/11/1999,1/1/9999
103855,Christophe,Peres,Technique Leader,9/10/1994,1/1/9999
103862,Christophe,Koblitz,Engineer,10/27/1986,10/26/1992
103862,Christophe,Koblitz,Senior Engineer,10/26/1992,1/1/9999
103865,Eishiro,Pews,Engineer,5/12/1988,5/13/1995
103865,Eishiro,Pews,Senior Engineer,5/13/1995,1/1/9999
103869,Shaunak,Pollock,Senior Staff,5/13/1994,1/1/9999
103869,Shaunak,Pollock,Staff,5/13/1988,5/13/1994
103876,Mohammad,Suppi,Assistant Engineer,8/3/1985,8/3/1991
103876,Mohammad,Suppi,Engineer,8/3/1991,8/2/1997
103876,Mohammad,Suppi,Senior Engineer,8/2/1997,1/1/9999
103878,Uta,Brandsma,Staff,7/24/1995,1/1/9999
103892,Ohad,Bouloucos,Engineer,11/2/1987,11/1/1993
103892,Ohad,Bouloucos,Senior Engineer,11/1/1993,1/1/9999
103897,Vivian,Munos,Engineer,5/21/1987,5/20/1996
103897,Vivian,Munos,Senior Engineer,5/20/1996,1/1/9999
103898,Saeed,Rosin,Senior Staff,10/4/1993,1/1/9999
103898,Saeed,Rosin,Staff,10/5/1987,10/4/1993
103913,Shahid,Yurov,Engineer,12/31/1988,12/31/1993
103913,Shahid,Yurov,Senior Engineer,12/31/1993,1/1/9999
103918,Seshu,Jenevein,Technique Leader,7/15/1987,1/1/9999
103926,Jiafu,Camarinopoulos,Senior Staff,9/26/1997,1/1/9999
103926,Jiafu,Camarinopoulos,Staff,9/27/1991,9/26/1997
103936,Chikako,Bolsens,Engineer,7/16/1990,7/15/1996
103936,Chikako,Bolsens,Senior Engineer,7/15/1996,1/1/9999
103938,Toshimi,Frolund,Assistant Engineer,5/1/1985,5/1/1991
103938,Toshimi,Frolund,Engineer,5/1/1991,4/30/1997
103938,Toshimi,Frolund,Senior Engineer,4/30/1997,1/1/9999
103939,Ugo,Begiun,Assistant Engineer,5/16/1987,5/15/1992
103939,Ugo,Begiun,Engineer,5/15/1992,5/15/1997
103939,Ugo,Begiun,Senior Engineer,5/15/1997,1/1/9999
103951,Eben,Luders,Senior Engineer,10/20/1987,1/1/9999
103960,Fusako,Brobst,Senior Staff,6/23/1996,1/1/9999
103960,Fusako,Brobst,Staff,6/24/1987,6/23/1996
103971,Gritta,Journel,Senior Staff,6/13/1993,1/1/9999
103971,Gritta,Journel,Staff,6/13/1988,6/13/1993
103987,Aimee,Uhrik,Engineer,9/6/1987,9/6/1995
103987,Aimee,Uhrik,Senior Engineer,9/6/1995,1/1/9999
103988,Mary,Griswold,Senior Staff,1/23/1994,1/1/9999
103988,Mary,Griswold,Staff,1/23/1987,1/23/1994
104005,Ibibia,Molenkamp,Senior Engineer,10/13/1988,1/1/9999
104011,Masanao,Journel,Staff,11/21/1997,1/1/9999
104014,Honglan,Krohn,Senior Engineer,3/27/1999,1/1/9999
104021,Yonghoan,Mondadori,Senior Engineer,11/25/1986,1/1/9999
104029,Alper,Pagter,Staff,5/30/1998,1/1/9999
104035,Sivanarayana,Chandrasekhar,Senior Staff,1/20/1995,1/1/9999
104047,Girolamo,Zweizig,Engineer,2/21/1998,1/1/9999
104054,Uinam,Rothe,Senior Engineer,5/1/1985,1/1/9999
104060,Moriyoshi,Baca,Technique Leader,7/29/1985,1/1/9999
104073,Vitali,Peral,Senior Staff,2/5/1988,1/1/9999
104091,Shrikanth,Mawatari,Senior Staff,2/17/1992,1/1/9999
104091,Shrikanth,Mawatari,Staff,2/17/1987,2/17/1992
104092,Abdelaziz,Vitiello,Assistant Engineer,12/27/1998,1/1/9999
104093,Cristinel,Streng,Senior Staff,10/27/1986,1/1/9999
104122,Georg,Schreiter,Engineer,11/21/1986,11/21/1994
104122,Georg,Schreiter,Senior Engineer,11/21/1994,1/1/9999
104130,Kazuhira,Rodiger,Engineer,5/1/1988,5/1/1994
104130,Kazuhira,Rodiger,Senior Engineer,5/1/1994,1/1/9999
104135,Yaghout,Servi,Staff,9/6/1997,1/1/9999
104143,Gino,Morton,Engineer,5/14/1987,5/14/1995
104143,Gino,Morton,Senior Engineer,5/14/1995,1/1/9999
104144,Gilbert,Staelin,Engineer,8/28/1997,1/1/9999
104145,Mang,Selvestrel,Engineer,2/21/1988,2/20/1994
104145,Mang,Selvestrel,Senior Engineer,2/20/1994,1/1/9999
104153,Almudena,Chaudhury,Senior Staff,2/6/1996,1/1/9999
104153,Almudena,Chaudhury,Staff,2/6/1987,2/6/1996
104160,Kotesh,Kamber,Technique Leader,4/14/1993,1/1/9999
104163,Yishay,Ambroszkiewicz,Senior Staff,6/14/1997,1/1/9999
104163,Yishay,Ambroszkiewicz,Staff,6/14/1988,6/14/1997
104184,Roselyn,Ventosa,Senior Engineer,8/25/1997,1/1/9999
104196,Dulce,Norsworthy,Senior Staff,2/19/1987,1/1/9999
104203,Shigenori,Gyorkos,Staff,1/19/1998,1/1/9999
104210,Ziyad,Schaaf,Technique Leader,10/17/1985,1/1/9999
104212,Bedrich,Driscoll,Senior Staff,12/23/1999,1/1/9999
104212,Bedrich,Driscoll,Staff,12/23/1990,12/23/1999
104222,Gretta,Wursthorn,Senior Engineer,9/14/1987,1/1/9999
104223,Mantis,Waymire,Senior Staff,11/17/1992,1/1/9999
104223,Mantis,Waymire,Staff,11/18/1986,11/17/1992
104233,Cordelia,Kolvik,Assistant Engineer,2/27/1991,2/27/2000
104233,Cordelia,Kolvik,Engineer,2/27/2000,1/1/9999
104254,Tuval,Lichtner,Senior Engineer,11/19/1987,1/1/9999
104266,Kiyokazu,Antonakopoulos,Engineer,7/14/1998,1/1/9999
104294,Siddarth,Flowers,Engineer,3/27/1988,3/27/1997
104294,Siddarth,Flowers,Senior Engineer,3/27/1997,1/1/9999
104312,Suzette,Hettesheimer,Senior Staff,2/13/1996,1/1/9999
104312,Suzette,Hettesheimer,Staff,2/13/1987,2/13/1996
104313,Makato,Thisen,Engineer,5/2/1991,5/1/1997
104313,Makato,Thisen,Senior Engineer,5/1/1997,1/1/9999
104315,Georgi,Woycyznski,Senior Staff,8/29/1991,1/1/9999
104315,Georgi,Woycyznski,Staff,8/29/1985,8/29/1991
104316,Kristian,Demeyer,Engineer,10/13/1992,10/13/1997
104316,Kristian,Demeyer,Senior Engineer,10/13/1997,1/1/9999
104328,Luerbio,Setlzner,Technique Leader,3/9/1987,1/1/9999
104336,Shigeu,Lagarias,Engineer,9/1/1986,9/1/1994
104336,Shigeu,Lagarias,Senior Engineer,9/1/1994,1/1/9999
104352,Xiaoheng,Samarati,Senior Staff,9/24/1995,1/1/9999
104352,Xiaoheng,Samarati,Staff,9/23/1988,9/24/1995
104361,Zhongwei,Msuda,Engineer,11/23/1985,11/23/1991
104361,Zhongwei,Msuda,Senior Engineer,11/23/1991,1/1/9999
104363,Mansur,Xiaoshan,Senior Staff,11/22/1988,1/1/9999
104366,Yaghout,Erman,Technique Leader,5/27/1997,1/1/9999
104369,Elliott,Fandrianto,Senior Staff,10/26/1997,1/1/9999
104399,Dipankar,Schnelling,Engineer,11/13/1985,11/13/1994
104399,Dipankar,Schnelling,Senior Engineer,11/13/1994,1/1/9999
104402,Gonzalo,Molenaar,Staff,6/15/1995,1/1/9999
104404,Yoshinari,Usery,Senior Staff,11/17/2000,1/1/9999
104404,Yoshinari,Usery,Staff,11/18/1994,11/17/2000
104411,Zengping,Desikan,Senior Staff,2/25/1985,1/1/9999
104431,Xuedong,Kenevan,Senior Staff,6/5/1998,1/1/9999
104431,Xuedong,Kenevan,Staff,6/5/1993,6/5/1998
104452,Paloma,Lorin,Senior Engineer,10/25/1992,1/1/9999
104462,Tomofumi,Randt,Senior Staff,11/19/1994,1/1/9999
104462,Tomofumi,Randt,Staff,11/19/1987,11/19/1994
104467,Anoosh,Panwar,Engineer,2/8/1994,2/8/2002
104467,Anoosh,Panwar,Senior Engineer,2/8/2002,1/1/9999
104478,Shrikanth,Goodrum,Technique Leader,9/29/1986,1/1/9999
104480,Arif,Randt,Senior Staff,9/10/1994,1/1/9999
104480,Arif,Randt,Staff,9/10/1985,9/10/1994
104503,Poornachandra,Kalefeld,Engineer,1/15/1986,1/15/1991
104503,Poornachandra,Kalefeld,Senior Engineer,1/15/1991,1/1/9999
104504,Waiman,Kilgore,Engineer,6/10/1986,6/10/1993
104504,Waiman,Kilgore,Senior Engineer,6/10/1993,1/1/9999
104508,Wilmer,Thummel,Engineer,9/12/1985,9/12/1992
104508,Wilmer,Thummel,Senior Engineer,9/12/1992,1/1/9999
104510,Willard,Eppinger,Senior Staff,12/26/1993,1/1/9999
104510,Willard,Eppinger,Staff,12/27/1987,12/26/1993
104517,Kazuhide,Demri,Senior Staff,6/19/1992,1/1/9999
104517,Kazuhide,Demri,Staff,6/20/1986,6/19/1992
104520,Vishv,Neimat,Senior Staff,10/6/1995,1/1/9999
104520,Vishv,Neimat,Staff,10/6/1987,10/6/1995
104536,Shooichi,Ernst,Senior Staff,5/10/1985,1/1/9999
104537,Sadun,Schnelling,Technique Leader,5/25/1987,1/1/9999
104549,Chaoyi,Sabnani,Assistant Engineer,2/9/1999,1/1/9999
104557,Turgut,Kushnir,Technique Leader,3/30/1990,1/1/9999
104577,Kellyn,Ibel,Senior Staff,4/18/1991,1/1/9999
104577,Kellyn,Ibel,Staff,4/18/1986,4/18/1991
104592,Gift,Chinin,Senior Staff,10/16/1992,1/1/9999
104592,Gift,Chinin,Staff,10/16/1985,10/16/1992
104593,Arno,Maksimenko,Engineer,8/6/1988,8/6/1996
104593,Arno,Maksimenko,Senior Engineer,8/6/1996,1/1/9999
104610,Fusako,Peak,Senior Staff,6/29/2002,1/1/9999
104610,Fusako,Peak,Staff,6/29/1994,6/29/2002
104625,Odoardo,Vendrig,Senior Engineer,4/12/1991,1/1/9999
104626,Patricio,Zaiane,Senior Staff,10/12/1992,1/1/9999
104637,Basant,dAstous,Senior Staff,2/3/1994,1/1/9999
104637,Basant,dAstous,Staff,2/4/1988,2/3/1994
104640,Chaosheng,Conia,Engineer,10/5/1995,1/1/9999
104644,Yuguang,Lieblein,Engineer,8/21/1988,8/21/1993
104644,Yuguang,Lieblein,Senior Engineer,8/21/1993,1/1/9999
104658,Mrinalini,Ratnakar,Assistant Engineer,11/20/1994,1/1/9999
104670,Tzvetan,Cappelletti,Engineer,11/10/1992,11/10/2000
104670,Tzvetan,Cappelletti,Senior Engineer,11/10/2000,1/1/9999
104682,Toshimori,Speek,Senior Staff,12/13/1997,1/1/9999
104682,Toshimori,Speek,Staff,12/13/1988,12/13/1997
104696,Lansing,Aseltine,Senior Staff,1/28/1993,1/1/9999
104696,Lansing,Aseltine,Staff,1/28/1986,1/28/1993
104710,Munenori,Trogemann,Senior Staff,1/12/1996,1/1/9999
104710,Munenori,Trogemann,Staff,1/12/1988,1/12/1996
104711,Herb,Vural,Senior Engineer,5/26/1987,1/1/9999
104718,Lorien,Brandsma,Engineer,4/27/1987,4/26/1992
104718,Lorien,Brandsma,Senior Engineer,4/26/1992,1/1/9999
104736,Shuky,Birke,Engineer,11/28/1987,11/27/1996
104736,Shuky,Birke,Senior Engineer,11/27/1996,1/1/9999
104745,Hongzhu,Lichtner,Engineer,10/7/1999,1/1/9999
104748,Xianlong,Bennet,Senior Staff,1/18/1992,1/1/9999
104748,Xianlong,Bennet,Staff,1/18/1987,1/18/1992
104753,Along,Zongker,Technique Leader,11/13/1997,1/1/9999
104755,Tetsurou,Zschoche,Engineer,8/22/1987,8/21/1992
104755,Tetsurou,Zschoche,Senior Engineer,8/21/1992,1/1/9999
104760,Gian,Gulla,Technique Leader,9/28/1994,1/1/9999
104767,Venkatesan,Hinsberger,Senior Staff,11/15/1994,1/1/9999
104767,Venkatesan,Hinsberger,Staff,11/15/1985,11/15/1994
104772,Yannik,VanScheik,Staff,7/11/1999,1/1/9999
104779,Sergi,Hartvigsen,Engineer,9/22/1986,9/22/1995
104779,Sergi,Hartvigsen,Senior Engineer,9/22/1995,1/1/9999
104783,Lech,Mullainathan,Senior Staff,11/8/1988,1/1/9999
104785,Przemyslawa,Porotnikoff,Senior Staff,7/11/2001,1/1/9999
104785,Przemyslawa,Porotnikoff,Staff,7/11/1996,7/11/2001
104801,Fatemeh,Hardjono,Senior Staff,11/1/1987,1/1/9999
104819,Rildo,Granlund,Senior Staff,12/22/1990,1/1/9999
104819,Rildo,Granlund,Staff,12/22/1985,12/22/1990
104852,Theirry,Munawer,Senior Engineer,1/28/1995,1/1/9999
104866,Anestis,Gelosh,Senior Staff,10/23/1996,1/1/9999
104866,Anestis,Gelosh,Staff,10/24/1987,10/23/1996
104870,Nectarios,Peltason,Senior Staff,4/11/1994,1/1/9999
104870,Nectarios,Peltason,Staff,4/11/1989,4/11/1994
104875,Francesca,Schrooten,Engineer,9/27/1994,9/27/2001
104875,Francesca,Schrooten,Senior Engineer,9/27/2001,1/1/9999
104877,Arif,DasSarma,Senior Staff,2/9/1994,1/1/9999
104877,Arif,DasSarma,Staff,2/10/1988,2/9/1994
104882,Gererd,Asrin,Technique Leader,5/15/1987,1/1/9999
104894,Phule,Schaft,Senior Staff,2/1/1991,1/1/9999
104897,Marl,Merks,Engineer,1/29/1998,1/1/9999
104911,Sanjai,Kruskal,Senior Staff,3/10/2002,1/1/9999
104911,Sanjai,Kruskal,Staff,3/10/1997,3/10/2002
104921,Kellie,Chandrasekhar,Engineer,6/13/1988,6/13/1997
104921,Kellie,Chandrasekhar,Senior Engineer,6/13/1997,1/1/9999
104929,Radhia,Oppitz,Senior Staff,5/17/1992,1/1/9999
104929,Radhia,Oppitz,Staff,5/17/1985,5/17/1992
104931,Kristin,Delaune,Staff,12/4/1999,1/1/9999
104939,Armond,Masamoto,Engineer,11/5/1985,11/5/1994
104939,Armond,Masamoto,Senior Engineer,11/5/1994,1/1/9999
104941,Yonghong,Schaap,Engineer,4/13/1994,4/13/2002
104941,Yonghong,Schaap,Senior Engineer,4/13/2002,1/1/9999
104945,Gro,Polupanov,Engineer,2/17/1988,2/17/1995
104945,Gro,Polupanov,Senior Engineer,2/17/1995,1/1/9999
104977,Shounak,Yetim,Assistant Engineer,12/28/1985,12/28/1994
104977,Shounak,Yetim,Engineer,12/28/1994,1/1/9999
104993,Takahiro,Sluis,Senior Staff,4/18/1988,1/1/9999
105002,Jingling,Millington,Senior Staff,10/15/1986,1/1/9999
105033,Takahira,Quadeer,Engineer,7/2/1999,1/1/9999
105040,Vojin,Erbe,Senior Engineer,4/2/1988,1/1/9999
105053,Gian,Vernadat,Senior Staff,12/22/1996,1/1/9999
105053,Gian,Vernadat,Staff,12/22/1988,12/22/1996
105060,Manu,Rosin,Senior Staff,6/22/1998,1/1/9999
105072,Gennadi,Atchley,Engineer,8/28/1999,1/1/9999
105075,Kiyotoshi,Keohane,Engineer,6/5/1985,6/5/1990
105075,Kiyotoshi,Keohane,Senior Engineer,6/5/1990,1/1/9999
105081,Yechezkel,Gyorkos,Engineer,5/30/1985,5/30/1990
105081,Yechezkel,Gyorkos,Senior Engineer,5/30/1990,1/1/9999
105085,Mamdouh,Bach,Senior Staff,4/18/1991,1/1/9999
105093,Lalit,Fontet,Senior Staff,3/22/1985,1/1/9999
105095,Steen,Leppanen,Assistant Engineer,1/17/1987,1/16/1993
105095,Steen,Leppanen,Engineer,1/16/1993,1/16/1999
105095,Steen,Leppanen,Senior Engineer,1/16/1999,1/1/9999
105100,Boguslaw,Fabrizio,Engineer,3/31/1995,1/1/9999
105103,Elvis,Zambonelli,Senior Engineer,8/14/1987,1/1/9999
105120,Dannz,Litzler,Engineer,3/23/1987,3/23/1995
105120,Dannz,Litzler,Senior Engineer,3/23/1995,1/1/9999
105123,Bernd,Schwaller,Senior Staff,8/13/1994,1/1/9999
105123,Bernd,Schwaller,Staff,8/13/1985,8/13/1994
105131,Sandeepan,Sidou,Engineer,1/19/1986,1/19/1993
105131,Sandeepan,Sidou,Senior Engineer,1/19/1993,1/1/9999
105143,Tse,Dulli,Engineer,8/16/1987,8/15/1992
105143,Tse,Dulli,Senior Engineer,8/15/1992,1/1/9999
105146,Martins,Katzenelson,Senior Staff,10/28/1994,1/1/9999
105146,Martins,Katzenelson,Staff,10/28/1985,10/28/1994
105152,Mikhail,Cesareni,Senior Staff,9/27/1985,1/1/9999
105162,Heon,Alencar,Senior Staff,2/28/1993,1/1/9999
105162,Heon,Alencar,Staff,3/1/1987,2/28/1993
105167,Lillian,Comyn,Senior Staff,6/23/2002,1/1/9999
105167,Lillian,Comyn,Staff,6/23/1994,6/23/2002
105184,Mabo,Luck,Senior Staff,7/31/1996,1/1/9999
105184,Mabo,Luck,Staff,7/31/1988,7/31/1996
105202,Susumu,Jording,Senior Staff,4/20/1994,1/1/9999
105204,Ennio,Schaad,Senior Staff,11/14/1988,1/1/9999
105208,Moon,Grospietsch,Senior Engineer,1/25/1987,1/1/9999
105222,Gaetan,Weiland,Engineer,5/21/1986,5/21/1995
105222,Gaetan,Weiland,Senior Engineer,5/21/1995,1/1/9999
105223,Jiakeng,Manders,Engineer,12/2/1985,12/2/1991
105223,Jiakeng,Manders,Senior Engineer,12/2/1991,1/1/9999
105226,Murthy,Menyhert,Staff,8/3/1999,1/1/9999
105234,Frederique,Navazio,Engineer,10/2/1992,10/2/2000
105234,Frederique,Navazio,Senior Engineer,10/2/2000,1/1/9999
105239,Bartek,Perl,Senior Staff,5/11/1999,1/1/9999
105239,Bartek,Perl,Staff,5/11/1993,5/11/1999
105241,Arra,Ulupinar,Engineer,4/27/1987,4/26/1992
105241,Arra,Ulupinar,Senior Engineer,4/26/1992,1/1/9999
105259,Mohamadou,Wiegley,Engineer,7/21/1997,1/1/9999
105261,Domenick,Rullman,Senior Engineer,1/14/1994,1/1/9999
105264,Chrisa,Simkin,Senior Staff,7/10/2002,1/1/9999
105264,Chrisa,Simkin,Staff,7/10/1996,7/10/2002
105278,Hisao,Gyimothy,Senior Staff,3/13/1996,1/1/9999
105278,Hisao,Gyimothy,Staff,3/14/1990,3/13/1996
105291,Nagui,Goldhammer,Senior Staff,2/20/1991,1/1/9999
105291,Nagui,Goldhammer,Staff,2/20/1985,2/20/1991
105296,Conor,Peha,Staff,5/7/1999,1/1/9999
105304,Nikolaus,Steinauer,Engineer,6/5/1986,6/5/1993
105304,Nikolaus,Steinauer,Senior Engineer,6/5/1993,1/1/9999
105311,Mohammad,Conry,Staff,10/10/1996,1/1/9999
105313,Richara,McFarlin,Senior Staff,7/7/1986,1/1/9999
105319,Tru,Rebaine,Senior Staff,8/2/1995,1/1/9999
105319,Tru,Rebaine,Staff,8/2/1986,8/2/1995
105326,Almudena,Comte,Assistant Engineer,1/19/1987,1/19/1996
105326,Almudena,Comte,Engineer,1/19/1996,1/1/9999
105328,Alain,Hoppenstand,Technique Leader,11/12/1993,1/1/9999
105346,Pradeep,Gluchowski,Engineer,12/15/1986,12/15/1993
105346,Pradeep,Gluchowski,Senior Engineer,12/15/1993,1/1/9999
105357,Martien,Billawala,Engineer,7/23/1985,7/23/1990
105357,Martien,Billawala,Senior Engineer,7/23/1990,1/1/9999
105365,Iara,Backhouse,Senior Engineer,12/23/1986,1/1/9999
105388,Sarita,Lorch,Engineer,7/14/1987,7/13/1992
105388,Sarita,Lorch,Senior Engineer,7/13/1992,1/1/9999
105391,Vidya,Peac,Engineer,11/11/1998,1/1/9999
105396,Sajjan,Strehl,Senior Staff,10/10/1995,1/1/9999
105396,Sajjan,Strehl,Staff,10/9/1988,10/10/1995
105401,Babette,Anguita,Engineer,7/27/1999,1/1/9999
105406,Hongzhu,Viele,Senior Staff,1/23/1995,1/1/9999
105406,Hongzhu,Viele,Staff,1/23/1988,1/23/1995
105408,Adit,Gihr,Engineer,11/6/1987,11/6/1994
105408,Adit,Gihr,Senior Engineer,11/6/1994,1/1/9999
105410,Foong,Morton,Engineer,12/3/1988,12/4/1995
105410,Foong,Morton,Senior Engineer,12/4/1995,1/1/9999
105417,Rajmohan,Matzel,Engineer,12/6/1995,12/5/2000
105417,Rajmohan,Matzel,Senior Engineer,12/5/2000,1/1/9999
105421,Sadun,Schrooten,Senior Staff,2/15/1985,1/1/9999
105425,Minghong,Peir,Senior Staff,7/27/1995,1/1/9999
105425,Minghong,Peir,Staff,7/26/1988,7/27/1995
105441,Abdelghani,Haldar,Senior Staff,4/3/1985,1/1/9999
105466,Shih,Servi,Senior Staff,3/6/1994,1/1/9999
105466,Shih,Servi,Staff,3/6/1987,3/6/1994
105485,Magy,Danner,Technique Leader,3/21/1985,1/1/9999
105489,Jasminko,Sadowski,Senior Staff,10/28/1993,1/1/9999
105489,Jasminko,Sadowski,Staff,10/28/1986,10/28/1993
105498,Shuzo,Kohling,Engineer,3/13/1987,3/13/1994
105498,Shuzo,Kohling,Senior Engineer,3/13/1994,1/1/9999
105515,Mototsugu,Kandlur,Assistant Engineer,5/2/1988,5/2/1994
105515,Mototsugu,Kandlur,Engineer,5/2/1994,5/1/2000
105515,Mototsugu,Kandlur,Senior Engineer,5/1/2000,1/1/9999
105521,Toshiko,Hofman,Senior Staff,11/1/1996,1/1/9999
105521,Toshiko,Hofman,Staff,11/2/1987,11/1/1996
105532,Christophe,Sluis,Engineer,9/10/1994,9/9/2000
105532,Christophe,Sluis,Senior Engineer,9/9/2000,1/1/9999
105533,Zijian,Falby,Engineer,1/11/1986,1/11/1993
105533,Zijian,Falby,Senior Engineer,1/11/1993,1/1/9999
105541,Otmar,Gils,Technique Leader,9/23/1995,1/1/9999
105543,TRUE,Fabrizio,Engineer,11/25/1986,11/25/1993
105543,TRUE,Fabrizio,Senior Engineer,11/25/1993,1/1/9999
105544,Feiyu,Mitsuhashi,Senior Engineer,8/29/1994,1/1/9999
105546,Dhritiman,Coombs,Senior Engineer,7/2/1988,1/1/9999
105560,Dmitri,Zeleznik,Engineer,12/18/1992,12/18/1997
105560,Dmitri,Zeleznik,Senior Engineer,12/18/1997,1/1/9999
105561,Mariangiola,Baja,Engineer,1/30/1989,1/31/1996
105561,Mariangiola,Baja,Senior Engineer,1/31/1996,1/1/9999
105564,Jaihie,Parhami,Engineer,1/31/1994,1/31/1999
105564,Jaihie,Parhami,Senior Engineer,1/31/1999,1/1/9999
105572,Vivian,Haldar,Senior Staff,5/11/1997,1/1/9999
105572,Vivian,Haldar,Staff,5/11/1990,5/11/1997
105581,Rasikan,Hanabata,Engineer,1/30/1986,1/30/1991
105581,Rasikan,Hanabata,Senior Engineer,1/30/1991,1/1/9999
105587,Kwun,Demri,Engineer,1/31/1987,1/31/1995
105587,Kwun,Demri,Senior Engineer,1/31/1995,1/1/9999
105593,Kankanahalli,Liesche,Senior Staff,10/27/1994,1/1/9999
105593,Kankanahalli,Liesche,Staff,10/27/1988,10/27/1994
105595,Gino,Hmelo,Senior Staff,6/9/1998,1/1/9999
105595,Gino,Hmelo,Staff,6/9/1989,6/9/1998
105601,Shridhar,Skafidas,Senior Staff,7/15/1996,1/1/9999
105601,Shridhar,Skafidas,Staff,7/16/1987,7/15/1996
105603,Masoud,Sommer,Senior Staff,1/16/1992,1/1/9999
105618,Kazunori,Bugaenko,Staff,11/23/1998,1/1/9999
105633,Dmitry,Androutsos,Engineer,8/7/1996,1/1/9999
105634,Szabolcs,Mullainathan,Staff,10/19/1996,1/1/9999
105637,Remko,Tagansky,Engineer,9/5/1985,9/5/1991
105637,Remko,Tagansky,Senior Engineer,9/5/1991,1/1/9999
105662,Jinpo,Hoogerwoord,Senior Staff,5/3/1994,1/1/9999
105662,Jinpo,Hoogerwoord,Staff,5/3/1986,5/3/1994
105665,Tonia,Falco,Senior Staff,6/29/1990,1/1/9999
105670,Arumugam,Rijsenbrij,Engineer,6/20/1998,1/1/9999
105674,Lalit,Kropatsch,Engineer,4/29/1986,4/29/1995
105674,Lalit,Kropatsch,Senior Engineer,4/29/1995,1/1/9999
105681,Pranav,Mikschl,Engineer,6/22/1988,6/22/1993
105681,Pranav,Mikschl,Senior Engineer,6/22/1993,1/1/9999
105682,Kerhong,Juneja,Senior Staff,12/25/1992,1/1/9999
105682,Kerhong,Juneja,Staff,12/26/1986,12/25/1992
105705,Ghassan,Mellouli,Assistant Engineer,3/31/1987,3/30/1996
105705,Ghassan,Mellouli,Engineer,3/30/1996,1/1/9999
105716,Ipke,Milicia,Engineer,7/24/1991,7/23/2000
105716,Ipke,Milicia,Senior Engineer,7/23/2000,1/1/9999
105722,Maik,Riefers,Staff,12/28/1997,1/1/9999
105726,Jagoda,Randt,Senior Staff,8/14/1994,1/1/9999
105726,Jagoda,Randt,Staff,8/14/1986,8/14/1994
105738,Qiwen,Jenevein,Senior Staff,11/27/1987,1/1/9999
105739,Zine,Journel,Senior Engineer,10/15/1996,1/1/9999
105766,Boutros,Callaway,Senior Staff,2/22/2002,1/1/9999
105766,Boutros,Callaway,Staff,2/22/1994,2/22/2002
105776,Lokesh,Chinen,Engineer,2/25/1991,2/25/1996
105776,Lokesh,Chinen,Senior Engineer,2/25/1996,1/1/9999
105781,Billur,Rousseau,Senior Staff,10/17/1996,1/1/9999
105781,Billur,Rousseau,Staff,10/18/1987,10/17/1996
105786,Ymte,Goodrum,Assistant Engineer,4/11/1985,4/11/1991
105786,Ymte,Goodrum,Engineer,4/11/1991,4/10/1997
105786,Ymte,Goodrum,Senior Engineer,4/10/1997,1/1/9999
105789,Qingxiang,Fordan,Senior Staff,2/6/1992,1/1/9999
105789,Qingxiang,Fordan,Staff,2/6/1987,2/6/1992
105800,Golgen,Baig,Senior Staff,5/10/1997,1/1/9999
105800,Golgen,Baig,Staff,5/10/1992,5/10/1997
105809,Remko,Frolund,Senior Engineer,7/12/1986,1/1/9999
105810,Subhankar,Shihab,Engineer,5/2/1985,5/2/1993
105810,Subhankar,Shihab,Senior Engineer,5/2/1993,1/1/9999
105817,Mihalis,Junot,Senior Engineer,6/5/1990,1/1/9999
105839,Ziyad,Rosca,Engineer,9/24/1988,9/24/1997
105839,Ziyad,Rosca,Senior Engineer,9/24/1997,1/1/9999
105852,Filipe,Beetstra,Senior Staff,12/26/1995,1/1/9999
105852,Filipe,Beetstra,Staff,12/26/1989,12/26/1995
105860,Heeju,Juneja,Senior Engineer,8/16/1995,1/1/9999
105876,Eldridge,Junet,Senior Engineer,9/16/1987,1/1/9999
105878,Dhritiman,Malabarba,Engineer,5/12/1986,5/12/1991
105878,Dhritiman,Malabarba,Senior Engineer,5/12/1991,1/1/9999
105884,Arvind,Esposito,Engineer,8/7/1986,8/7/1991
105884,Arvind,Esposito,Senior Engineer,8/7/1991,1/1/9999
105886,Stafford,Mitchem,Senior Staff,4/15/2002,1/1/9999
105886,Stafford,Mitchem,Staff,4/15/1997,4/15/2002
105889,Constantino,Blokdijk,Senior Staff,6/24/1998,1/1/9999
105889,Constantino,Blokdijk,Staff,6/24/1990,6/24/1998
105910,Guozhong,Zaccaria,Assistant Engineer,4/22/1993,4/22/2000
105910,Guozhong,Zaccaria,Engineer,4/22/2000,1/1/9999
105915,Marsal,Pearson,Engineer,7/21/1986,7/21/1993
105915,Marsal,Pearson,Senior Engineer,7/21/1993,1/1/9999
105921,Willard,Gubsky,Senior Staff,1/31/1995,1/1/9999
105921,Willard,Gubsky,Staff,1/31/1986,1/31/1995
105926,Shahid,Mansanne,Senior Staff,9/12/1994,1/1/9999
105926,Shahid,Mansanne,Staff,9/12/1985,9/12/1994
105934,Gor,Langford,Senior Staff,3/3/1993,1/1/9999
105934,Gor,Langford,Staff,3/3/1986,3/3/1993
105935,Danai,Koshiba,Senior Staff,6/10/1991,1/1/9999
105935,Danai,Koshiba,Staff,6/10/1986,6/10/1991
